name,market,funding_total_usd,country_code,region,city,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,age_first_funding,age_last_funding,status_binary,total_investment
Livekick,Curated Web ,-   ,USA,New York City,New York,1.0,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
liveMag.ro,Other," 2,33,100 ",ROM,Bucharest,Bucharest,1.0,3.0,1.0,2009.0,233100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8986301369863013,0,233100.0
Livemocha,Other," 1,93,89,998 ",USA,Seattle,Seattle,5.0,9.0,3.0,2007.0,0.0,19149998.0,0.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,8000000.0,4999998.0,0.0,0.0,0.0,0.0,0.0,0.3342465753424657,5.49041095890411,1,19389998.0
LiveOffice,Web Hosting ,-   ,USA,Los Angeles,Torrance,1.0,1.0,1.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.449315068493153,9.449315068493153,1,0.0
LiveProfile,Social Media ," 22,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2010.0,0.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4301369863013698,1.4301369863013698,0,2200000.0
LiveRail,Other," 1,20,00,000 ",USA,SF Bay Area,San Francisco,4.0,4.0,2.0,2008.0,500000.0,11500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.3671232876712328,5.1945205479452055,1,12000000.0
LiveRSVP,Other,-   ,USA,SF Bay Area,Sunnyvale,1.0,2.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917808219178082,1.917808219178082,0,0.0
LivingWell Health,Biotechnology ," 30,00,000 ",USA,Charlotte,Charlotte,1.0,1.0,1.0,2005.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.254794520547946,5.254794520547946,0,3000000.0
Livio Radio,Other," 57,96,518 ",USA,Detroit,Ferndale,4.0,1.0,1.0,2008.0,300000.0,5496518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46027397260274,5.5479452054794525,1,5796518.0
Local Marketers,Advertising ," 41,00,000 ",USA,Seattle,Seattle,1.0,1.0,1.0,2005.0,0.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.580821917808219,3.580821917808219,0,4100000.0
Local Offer Network,Advertising ," 15,00,000 ",USA,Chicago,Chicago,1.0,1.0,1.0,2010.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2410958904109588,1.2410958904109588,1,1500000.0
Localmind,Other," 6,50,206 ",USA,SF Bay Area,San Francisco,2.0,12.0,4.0,2010.0,650206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794520547945205,0.5835616438356165,1,650206.0
Localocracy,Curated Web ," 1,72,500 ",USA,Boston,Boston,3.0,1.0,1.0,2009.0,22500.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287671232876712,2.0931506849315067,1,172500.0
LocalVox Media,Other," 1,02,55,000 ",USA,New York City,New York,5.0,3.0,1.0,2010.0,0.0,8650000.0,0.0,0.0,0.0,1605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2328767123287671,3.997260273972602,1,10255000.0
Localyte.com,Other,-   ,USA,SF Bay Area,San Mateo,1.0,8.0,3.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5808219178082191,1,0.0
Locately,Software ," 11,78,000 ",USA,Boston,Boston,5.0,7.0,3.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,878000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084931506849315,4.019178082191781,1,1178000.0
Locationary,Other," 25,00,000 ",CAN,Toronto,Toronto,1.0,9.0,3.0,2009.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904109589041096,1.904109589041096,1,2500000.0
Lockdown Networks,Security ," 86,00,000 ",USA,Seattle,Seattle,2.0,1.0,1.0,2001.0,0.0,8600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.153424657534247,5.167123287671233,1,8600000.0
Lockstream,Other," 1,50,00,000 ",USA,Seattle,Bellevue,1.0,1.0,1.0,1999.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,15000000.0
LOG607,Other," 6,00,000 ",ITA,Roncade,Roncade,2.0,5.0,2.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041095890410958,1,600000.0
Logia Group,Mobile ," 25,00,000 ",ISR,Tel Aviv,Herzliya,1.0,1.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96986301369863,3.96986301369863,0,2500000.0
LogicLibrary,Software ,-   ,USA,Pittsburgh,Pittsburgh,1.0,1.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0027397260273974,2.0027397260273974,1,0.0
LogLogic,Security ," 88,00,000 ",USA,SF Bay Area,San Jose,2.0,1.0,1.0,2002.0,0.0,8800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800000.0,0.0,0.0,0.0,0.0,6.087671232876712,7.402739726027397,1,8800000.0
Loku,Other," 21,00,000 ",USA,SF Bay Area,San Francisco,1.0,5.0,2.0,2010.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33972602739726,2.33972602739726,0,2100000.0
Lolapps,Games ," 40,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2008.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794520547945205,0.6794520547945205,1,4000000.0
Lombardi Software,Other," 79,50,000 ",USA,Austin,Austin,1.0,1.0,1.0,1999.0,0.0,7950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7950000.0,0.0,0.0,0.0,0.0,8.33972602739726,8.33972602739726,1,7950000.0
Longboard Media,Advertising ," 60,00,000 ",USA,SF Bay Area,San Francisco,1.0,11.0,4.0,2008.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.852054794520548,2.852054794520548,1,6000000.0
Lookery,Advertising ," 31,50,000 ",USA,SF Bay Area,San Francisco,2.0,8.0,3.0,2007.0,900000.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5205479452054794,1.095890410958904,1,3150000.0
LookFlow,Other,-   ,USA,SF Bay Area,Mountain View,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0.0
LookStat,E-Commerce ," 5,00,000 ",USA,Seattle,Seattle,1.0,1.0,1.0,2008.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3095890410958904,1.3095890410958904,0,500000.0
LoopFuse,Advertising ," 14,00,000 ",USA,Atlanta,Atlanta,1.0,1.0,1.0,2007.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117808219178082,2.117808219178082,1,1400000.0
Loosecubes,Curated Web ," 90,30,000 ",USA,New York City,Brooklyn,2.0,1.0,1.0,2010.0,1230000.0,7800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4273972602739726,0,9030000.0
LooseHead Software,Mobile ," 5,00,000 ",USA,SF Bay Area,Redwood City,1.0,4.0,2.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6876712328767125,2.6876712328767125,0,500000.0
Looxii,Enterprise Software ," 97,500 ",USA,Atlanta,Atlanta,1.0,5.0,2.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410958904109589,0.410958904109589,0,97500.0
Lost Property Heaven,Curated Web ," 4,05,528 ",GBR,London,Salisbury,1.0,1.0,1.0,2010.0,405528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,405528.0
Loud3r,Curated Web ," 35,29,175 ",USA,Los Angeles,Pasadena,2.0,9.0,3.0,2007.0,0.0,3529175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7616438356164383,2.326027397260274,0,3529175.0
Loudcaster,Other," 53,000 ",USA,Boston,Somerville,2.0,8.0,3.0,2009.0,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808219178082191,0,53000.0
LOVEFiLM,Games ,-   ,GBR,London,London,3.0,1.0,1.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616438356164384,1,0.0
Loyalize,Social Media ," 30,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3000000.0
Loyalty Lab,Software ," 1,10,00,000 ",USA,SF Bay Area,San Francisco,3.0,1.0,1.0,2003.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.221917808219178,7.328767123287672,1,11000000.0
LP33.TV,Other,-   ,USA,Los Angeles,Santa Monica,1.0,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0383561643835616,0,0.0
LSA Sports,Other," 35,000 ",USA,New York City,New York,1.0,1.0,1.0,2010.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83013698630137,1.83013698630137,0,35000.0
LucidEra,Software ," 1,56,00,000 ",USA,SF Bay Area,San Mateo,1.0,1.0,1.0,2005.0,0.0,15600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.580821917808219,2.580821917808219,0,15600000.0
LucidMedia,Other," 1,87,34,312 ",USA,"Washington, D.C.",Reston,3.0,1.0,1.0,1999.0,0.0,18734312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800000.0,4500000.0,0.0,0.0,0.0,0.0,9.931506849315069,12.473972602739726,1,18734312.0
lucierna,Software ," 21,06,600 ",ESP,Madrid,Madrid,1.0,5.0,2.0,2009.0,0.0,2106600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2986301369863016,2.2986301369863016,1,2106600.0
Ludia,Games ," 15,00,000 ",CAN,Montreal,Montréal,1.0,3.0,1.0,2007.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084931506849315,0.084931506849315,1,1500000.0
LugIron Software,Software ,-   ,USA,Austin,Austin,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438356164383561,0.2438356164383561,0,0.0
Lumidigm,Health Care ," 1,71,99,997 ",USA,Albuquerque,Albuquerque,3.0,7.0,3.0,2001.0,0.0,17199997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100000.0,7000000.0,2099997.0,0.0,0.0,0.0,0.0,4.260273972602739,8.816438356164383,1,17199997.0
Luminate,Other," 2,84,50,000 ",USA,SF Bay Area,Mountain View,3.0,1.0,1.0,2008.0,0.0,28450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5750000.0,12000000.0,10700000.0,0.0,0.0,0.0,0.0,0.0,1.227397260273973,4.147945205479452,1,28450000.0
Luristic,Other," 5,00,000 ",USA,Anaheim,Irvine,1.0,1.0,1.0,2009.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500000.0
M-Factor,Software ," 2,01,50,000 ",USA,SF Bay Area,San Mateo,2.0,1.0,1.0,2003.0,0.0,20150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000.0,10050000.0,0.0,0.0,0.0,0.0,4.452054794520548,6.115068493150685,1,20150000.0
M3 Technology Group,Enterprise Software ," 65,00,000 ",USA,Charlotte,Charlotte,1.0,1.0,1.0,2002.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.780821917808219,5.780821917808219,1,6500000.0
M3X Media,Games ," 1,05,00,000 ",USA,Palm Beaches,West Palm Beach,1.0,1.0,1.0,2005.0,0.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.153424657534247,4.153424657534247,0,10500000.0
M5 Networks,Other," 41,25,014 ",USA,New York City,New York,1.0,5.0,2.0,2000.0,0.0,4125014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125014.0,0.0,0.0,0.0,0.0,0.0,10.528767123287672,10.528767123287672,1,4125014.0
M:Metrics,Other," 1,80,00,000 ",USA,Seattle,Seattle,2.0,1.0,1.0,2004.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917808219178082,1,18000000.0
Macheen,Software ," 3,43,94,995 ",USA,Austin,Austin,5.0,1.0,1.0,2010.0,0.0,32994995.0,0.0,0.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3041095890410959,3.9178082191780814,1,34394995.0
Machine Perception Technologies,Software ," 20,00,000 ",USA,San Diego,San Diego,1.0,1.0,1.0,2008.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5917808219178085,4.5917808219178085,0,2000000.0
Mad Mimi,Curated Web ," 1,10,000 ",USA,New York City,Brooklyn,1.0,4.0,2.0,2008.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0054794520547945,1,110000.0
madKast,Curated Web ," 3,15,000 ",USA,Denver,Boulder,2.0,3.0,1.0,2007.0,15000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191780821917808,0.5863013698630137,1,315000.0
Magento,E-Commerce ," 2,25,00,000 ",USA,Los Angeles,Los Angeles,1.0,1.0,1.0,2010.0,0.0,22500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1,22500000.0
Magic Rock Entertainment,Other," 1,00,000 ",USA,Los Angeles,Duarte,1.0,4.0,2.0,2006.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100000.0
Magma HQ,Other," 3,69,311 ",DNK,Copenhagen,Copenhagen,2.0,8.0,3.0,2010.0,369311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575342465753424,0.7917808219178082,1,369311.0
MagMe,Advertising ," 10,00,000 ",CAN,Vancouver,Vancouver,1.0,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1643835616438356,1.1643835616438356,0,1000000.0
Mail.com Media Corporation,Other," 3,50,00,000 ",USA,Los Angeles,Los Angeles,1.0,1.0,1.0,2004.0,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,0.0,4.808219178082192,4.808219178082192,0,35000000.0
Mailgun,Messaging ," 11,00,000 ",USA,SF Bay Area,Mountain View,2.0,2.0,1.0,2010.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2602739726027397,1,1100000.0
Makana Solutions,Software ," 30,00,000 ",USA,"Manchester, New Hampshire",Nashua,1.0,1.0,1.0,2004.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.347945205479452,3.347945205479452,1,3000000.0
Makani Power,Clean Technology ," 50,00,000 ",USA,SF Bay Area,Alameda,1.0,1.0,1.0,2006.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.643835616438356,2.643835616438356,1,5000000.0
Make It Work,Other," 10,00,000 ",USA,Santa Barbara,Santa Barbara,1.0,1.0,1.0,1995.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87945205479452,10.87945205479452,0,1000000.0
MakerBot,Other," 1,00,00,000 ",USA,New York City,Brooklyn,1.0,1.0,1.0,2009.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6410958904109587,2.6410958904109587,1,10000000.0
Maktoob,Social Media ," 52,50,000 ",ARE,Dubai,Dubai,1.0,1.0,1.0,2000.0,0.0,5250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005479452054795,6.005479452054795,1,5250000.0
MakuCell,Biotechnology ," 16,68,447 ",USA,Phoenix,Scottsdale,1.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,1668447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772602739726028,2.772602739726028,0,1668447.0
Managed Objects,Software ," 70,00,000 ",USA,Boston,Waltham,1.0,1.0,1.0,1997.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,9.717808219178082,9.717808219178082,1,7000000.0
ManageIQ,Other," 54,00,000 ",USA,Newark,Mahwah,3.0,4.0,2.0,2006.0,0.0,4435000.0,0.0,0.0,0.0,965000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.276712328767123,6.454794520547945,1,5400000.0
Mangia,Mobile ," 13,22,411 ",USA,Salt Lake City,Salt Lake City,2.0,1.0,1.0,2008.0,844994.0,477417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189041095890411,2.819178082191781,0,1322411.0
Mango Reservations,Software ," 20,000 ",USA,Nashville,Nashville,1.0,1.0,1.0,2010.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1616438356164383,0.1616438356164383,0,20000.0
mangofizz jobs,Other," 3,00,000 ",USA,Dallas,Plano,1.0,1.0,1.0,2007.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,300000.0
MapMyFitness,Other," 2,36,50,000 ",USA,Denver,Denver,6.0,2.0,1.0,2007.0,0.0,22150000.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,9000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.364383561643836,1,23650000.0
Mappyfriends,Other," 1,00,000 ",ARG,Buenos Aires,Buenos Aires,1.0,7.0,3.0,2009.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100000.0
Maps InDeed,Other," 1,50,000 ",USA,"Washington, D.C.",Herndon,1.0,1.0,1.0,2010.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336986301369863,0.336986301369863,0,150000.0
Marakana,Education ," 2,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,200000.0
MarginLeft,Curated Web ," 13,300 ",USA,Boston,Boston,2.0,9.0,3.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13300.0
MARIPOSA BIOTECHNOLOGY,Biotechnology ," 24,27,823 ",USA,Anaheim,Irvine,1.0,1.0,1.0,2007.0,2427823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.465753424657534,6.465753424657534,0,2427823.0
Markafoni,Other," 75,00,000 ",TUR,Istanbul,Istanbul,1.0,9.0,3.0,2008.0,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5287671232876712,1.5287671232876712,1,7500000.0
Marketfish,Advertising ," 75,75,000 ",USA,Seattle,Seattle,3.0,7.0,3.0,2008.0,0.0,7575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9506849315068492,2.8904109589041096,0,7575000.0
MarkMonitor,Enterprise Software ," 1,20,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,1999.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.361643835616438,7.361643835616438,1,12000000.0
